X,Y,Operator,Opref,Sitengr,Antennaht,Transtype,Freqband,Anttype,Powerdbw,Maxpwrdbw,Maxpwrdbm,Sitelat,Sitelng,pcd_sector,geo_code
448132.7311,191007.6055,Orange,OXF0042,SU4803091060,14,UMTS,2100,SECTOR,29.8,,65,51.615845,-1.306221,OX144,38
449752.8995,191967.7824,Orange,OXF7006,SU4965092020,12,GSM,1800,SECTOR,24.1,32,,51.624337,-1.282687,OX144,38
449662.8848,192767.8509,Orange,OXF7025,SU4956092820,8,GSM,1800,SECTOR,23.9,32,,51.631538,-1.283874,OX144,38
449134.8582,191540.6492,Three,OX0037,SU4903291593,22,UMTS,2100,Sectored,18.7,,65,51.620551,-1.291674,OX144,38
447457.6131,195162.1393,Three,OX0084,SU4735595214,13.3,UMTS,2100,Sectored,26.56,,65,51.653254,-1.315409,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,GSM,900,Macro,27.2,32,,51.617341,-1.305159,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,GSM,900,Macro,27.2,32,,51.617341,-1.305159,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,GSM,900,Macro,27.2,32,,51.617341,-1.305159,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,UMTS,2100,Macro,29,,65,51.617341,-1.305159,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,UMTS,2100,Macro,29,,65,51.617341,-1.305159,OX144,38
448204.6802,191174.6843,Vodafone,1436,SU4810291227,15,UMTS,2100,Macro,29,,65,51.617341,-1.305159,OX144,38
449148.8314,191527.6597,Vodafone,22180,SU4904691580,11.8,UMTS,2100,Macro,29,,65,51.620433,-1.291474,OX144,38
449148.8314,191527.6597,Vodafone,22180,SU4904691580,11.8,UMTS,2100,Macro,29,,65,51.620433,-1.291474,OX144,38
449355.8995,195254.1335,Vodafone,40633,SU4925395306,15,UMTS,2100,Macro,29.3,,65,51.653918,-1.287959,OX144,38
449355.8995,195254.1335,Vodafone,40633,SU4925395306,15,UMTS,2100,Macro,29.3,,65,51.653918,-1.287959,OX144,38
449355.8995,195254.1335,Vodafone,40633,SU4925395306,15,UMTS,2100,Macro,29.3,,65,51.653918,-1.287959,OX144,38
448782.8269,196619.2456,O2,7517,SU4868096671,21.29,GSM,900,Sectored,26.02,32,,51.666241,-1.296052,OX145,38
448782.8269,196619.2456,O2,7517,SU4868096671,21.29,UMTS,900,Sectored,29.02,32,,51.666241,-1.296052,OX145,38
448782.8269,196619.2456,O2,7517,SU4868096671,21.5,UMTS,2100,Sectored,28.29,,65,51.666241,-1.296052,OX145,38
449352.881,196898.2804,Orange,OXF0133,SU4925096950,13.2,GSM,1800,SECTOR,30.4,32,,51.6687,-1.287771,OX145,38
449352.881,196898.2804,Orange,OXF0133,SU4925096950,13.2,UMTS,2100,SECTOR,31.4,,65,51.6687,-1.287771,OX145,38
448652.7985,196028.2633,Orange,OXF7027,SU4855096080,11.3,GSM,1800,SECTOR,26.8,32,,51.660939,-1.298014,OX145,38
448652.7985,196028.2633,Orange,OXF7027,SU4855096080,11.3,UMTS,2100,SECTOR,22.6,,65,51.660939,-1.298014,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,GSM,900,Macro,25.8,32,,51.668474,-1.289004,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,GSM,900,Macro,25.8,32,,51.668474,-1.289004,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,GSM,900,Macro,25.8,32,,51.668474,-1.289004,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,UMTS,2100,Macro,27.2,,65,51.668474,-1.289004,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,UMTS,2100,Macro,27.2,,65,51.668474,-1.289004,OX145,38
449267.8551,196872.3146,Vodafone,4977,SU4916596924,15.15,UMTS,2100,Macro,27.2,,65,51.668474,-1.289004,OX145,38
446329.6807,238564.1072,O2,49231,SP4622738611,12.69,UMTS,2100,Sectored,28,,65,52.043545,-1.32591,OX154,38
443912.3047,235882.9029,Orange,OXF0075,SP4381035930,15,GSM,1800,SECTOR,29.1,32,,52.019637,-1.361497,OX154,38
443912.3047,235882.9029,Orange,OXF0075,SP4381035930,15,UMTS,2100,SECTOR,29.4,,65,52.019637,-1.361497,OX154,38
446442.6939,238633.1209,Orange,OXF7003,SP4634038680,8,GSM,1800,OMNI,23.2,32,,52.044156,-1.324253,OX154,38
446822.6853,237703.0746,Orange,OXF7046,SP4672037750,11,GSM,1800,SECTOR,26.5,32,,52.035763,-1.31884,OX154,38
440501.8817,233012.5875,Three,OX0201,SP4040033060,12.25,UMTS,2100,Sectored,17.89,,65,51.994091,-1.411531,OX154,38
443998.3736,235873.8708,Three,OX0262,SP4389635921,14.3,UMTS,2100,Sectored,17.79,,65,52.019549,-1.360244,OX154,38
440501.8817,233012.5875,T-Mobile,71036,SP4040033060,12,GSM,1800,SECTOR,30,32,,51.994091,-1.411531,OX154,38
440501.8817,233012.5875,T-Mobile,71036,SP4040033060,12,GSM,1800,SECTOR,30,32,,51.994091,-1.411531,OX154,38
440501.8817,233012.5875,T-Mobile,71036,SP4040033060,12,GSM,1800,SECTOR,30,32,,51.994091,-1.411531,OX154,38
443998.3736,235873.8708,T-Mobile,91825,SP4389635921,15.9,GSM,1800,SECTOR,27,32,,52.019549,-1.360244,OX154,38
443998.3736,235873.8708,T-Mobile,91825,SP4389635921,15.9,GSM,1800,SECTOR,27,32,,52.019549,-1.360244,OX154,38
443998.3736,235873.8708,T-Mobile,91825,SP4389635921,15.9,GSM,1800,SECTOR,27,32,,52.019549,-1.360244,OX154,38
443902.3161,235902.8372,Vodafone,32050,SP4380035950,15,GSM,900,Macro,26.4,32,,52.019817,-1.36164,OX154,38
443902.3161,235902.8372,Vodafone,32050,SP4380035950,15,GSM,900,Macro,26.4,32,,52.019817,-1.36164,OX154,38
443902.3161,235902.8372,Vodafone,32050,SP4380035950,15,GSM,900,Macro,26.4,32,,52.019817,-1.36164,OX154,38
440814.9439,232892.5522,Vodafone,32052,SP4071332940,15,GSM,900,Macro,25.6,32,,51.992989,-1.406986,OX154,38
440814.9439,232892.5522,Vodafone,32052,SP4071332940,15,GSM,900,Macro,25.6,32,,51.992989,-1.406986,OX154,38
440814.9439,232892.5522,Vodafone,32052,SP4071332940,15,GSM,900,Macro,25.6,32,,51.992989,-1.406986,OX154,38
433029.9389,233466.6128,Airwave,TVY034D,SP3292933514,24.3,TETRA,400,Directional,21,25,,51.998666,-1.520306,OX155,38
435601.2793,233352.6441,Orange,OXF7009,SP3550033400,9.6,GSM,1800,SECTOR,25.5,32,,51.997483,-1.482866,OX155,38
432050.8762,237853.1765,Orange,WAR0056,SP3195037900,17,GSM,1800,SECTOR,27.3,32,,52.03816,-1.534157,OX155,44
435661.3085,233272.5402,Three,OX0268,SP3556033320,13.35,UMTS,2100,Sectored,17.79,,65,51.996759,-1.482,OX155,38
435661.3085,233272.5402,T-Mobile,91798,SP3556033320,13.3,GSM,1800,SECTOR,31,32,,51.996759,-1.482,OX155,38
435661.3085,233272.5402,T-Mobile,91798,SP3556033320,13.3,GSM,1800,SECTOR,31,32,,51.996759,-1.482,OX155,38
435661.3085,233272.5402,T-Mobile,91798,SP3556033320,13.3,GSM,1800,SECTOR,31,32,,51.996759,-1.482,OX155,38
434699.2259,240002.3734,Airwave,TVY025E,SP3459840049,36.5,TETRA,400,Omni,17,25,,52.057323,-1.495332,OX156,38
438611.7087,246089.0497,Airwave,TVY120O,SP3851046135,24,TETRA,400,Omni,17,25,,52.111785,-1.437585,OX156,38
441842.0843,242585.6512,Airwave,TVY125B,SP4174042632,16.3,TETRA,400,Omni,17,25,,52.080055,-1.390845,OX156,38
440501.9613,242553.6846,Orange,OXF0172,SP4040042600,21,GSM,1800,SECTOR,27.4,32,,52.079867,-1.410403,OX156,38
438551.7173,246204.046,Orange,WAR0144,SP3845046250,39,GSM,1800,SECTOR,25.3,32,,52.112823,-1.438448,OX156,38
441862.0834,242513.6281,Three,OX0235,SP4176042560,15.3,UMTS,2100,Sectored,17.79,,65,52.079406,-1.390562,OX156,38
438611.732,246086.0466,Three,OX0236,SP3851046132,27.3,UMTS,2100,Sectored,25.65,,65,52.111758,-1.437585,OX156,38
441862.0834,242513.6281,T-Mobile,95168,SP4176042560,16,GSM,1800,SECTOR,30,32,,52.079406,-1.390562,OX156,38
441862.0834,242513.6281,T-Mobile,95168,SP4176042560,16,GSM,1800,SECTOR,30,32,,52.079406,-1.390562,OX156,38
441862.0834,242513.6281,T-Mobile,95168,SP4176042560,16,GSM,1800,SECTOR,30,32,,52.079406,-1.390562,OX156,38
438611.732,246086.0466,T-Mobile,95169,SP3851046132,28,GSM,1800,SECTOR,28,32,,52.111758,-1.437585,OX156,38
438611.732,246086.0466,T-Mobile,95169,SP3851046132,28,GSM,1800,SECTOR,28,32,,52.111758,-1.437585,OX156,38
438611.732,246086.0466,T-Mobile,95169,SP3851046132,28,GSM,1800,SECTOR,28,32,,52.111758,-1.437585,OX156,38
438551.7173,246204.046,Vodafone,853,SP3845046250,42,GSM,900,Macro,24.6,32,,52.112823,-1.438448,OX156,38
438551.7173,246204.046,Vodafone,853,SP3845046250,42,GSM,900,Macro,25.1,32,,52.112823,-1.438448,OX156,38
438551.7173,246204.046,Vodafone,853,SP3845046250,42,GSM,900,Macro,25.1,32,,52.112823,-1.438448,OX156,38
444002.3828,239953.2939,Airwave,TVY006O,SP4390040000,34.9,TETRA,400,Directional,21,25,,52.056223,-1.359662,OX160,38
443425.3181,241558.4681,O2,37145,SP4332341605,16.39,GSM,900,Sectored,21.5,32,,52.070699,-1.367874,OX160,38
443425.3181,241558.4681,O2,37145,SP4332341605,16.39,UMTS,2100,Sectored,27,,65,52.070699,-1.367874,OX160,38
444612.4754,240565.3787,O2,40953,SP4451040612,11.2,UMTS,2100,Sectored,29,,65,52.061677,-1.350685,OX160,38
444102.3591,239953.2859,Orange,OXF0046,SP4400040000,31,GSM,1800,SECTOR,27.2,32,,52.056215,-1.358204,OX160,38
444102.3591,239953.2859,Orange,OXF0046,SP4400040000,31,UMTS,2100,SECTOR,27.7,,65,52.056215,-1.358204,OX160,38
443962.3337,239969.2926,Three,OX0346,SP4386040016,0,UMTS,2100,Sectored,0,,65,52.05637,-1.360244,OX160,38
443962.328,239993.3192,T-Mobile,91795,SP4386040040,23.5,GSM,1800,SECTOR,26,32,,52.056586,-1.360241,OX160,38
443962.328,239993.3192,T-Mobile,91795,SP4386040040,23.5,GSM,1800,SECTOR,26,32,,52.056586,-1.360241,OX160,38
443962.328,239993.3192,T-Mobile,91795,SP4386040040,27,GSM,1800,SECTOR,26,32,,52.056586,-1.360241,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,26,GSM,900,Macro,25.6,32,,52.056675,-1.360093,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,18,GSM,900,Macro,25.9,32,,52.056675,-1.360093,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,22,GSM,900,Macro,26.2,32,,52.056675,-1.360093,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,24,UMTS,2100,Macro,27.7,,65,52.056675,-1.360093,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,20,UMTS,2100,Macro,27.8,,65,52.056675,-1.360093,OX160,38
443972.3884,240003.3076,Vodafone,32180,SP4387040050,22,UMTS,2100,Macro,27.2,,65,52.056675,-1.360093,OX160,38
444603.4427,240563.407,Vodafone,60940,SP4450140610,11.7,UMTS,2100,Macro,29.3,,65,52.06166,-1.350817,OX160,38
444603.4427,240563.407,Vodafone,60940,SP4450140610,11.7,UMTS,2100,Macro,29.3,,65,52.06166,-1.350817,OX160,38
444603.4427,240563.407,Vodafone,60940,SP4450140610,11.7,UMTS,2100,Macro,29.3,,65,52.06166,-1.350817,OX160,38
444203.4143,242208.5668,O2,49229,SP4410142255,10.69,UMTS,2100,Sectored,29.89,,65,52.076482,-1.356439,OX161,38
445182.5259,242153.5975,Orange,OXF7044,SP4508042200,8,GSM,1800,SECTOR,23.2,32,,52.075909,-1.342161,OX161,38
443667.3074,242003.6254,Three,OX0338,SP4356542050,61.6,UMTS,2100,Sectored,18.7,,65,52.074682,-1.364287,OX161,38
445632.5757,243523.7715,Orange,OXF0002,SP4553043570,14,GSM,1800,SECTOR,27.2,32,,52.08819,-1.335412,OX162,38
445632.5757,243523.7715,Orange,OXF0002,SP4553043570,14,UMTS,2100,SECTOR,29.5,,65,52.08819,-1.335412,OX162,38
445607.5484,242093.6147,Three,OX0055,SP4550542140,23,UMTS,2100,Sectored,18.7,,65,52.075335,-1.335968,OX162,38
445638.5831,243533.7264,Vodafone,11747,SP4553643580,15,GSM,900,Macro,25.4,32,,52.088279,-1.335323,OX162,38
445638.5831,243533.7264,Vodafone,11747,SP4553643580,15,GSM,900,Macro,25.4,32,,52.088279,-1.335323,OX162,38
445638.5831,243533.7264,Vodafone,11747,SP4553643580,15,UMTS,2100,Macro,27.6,,65,52.088279,-1.335323,OX162,38
445638.5831,243533.7264,Vodafone,11747,SP4553643580,15,UMTS,2100,Macro,27.6,,65,52.088279,-1.335323,OX162,38
444931.4941,241426.5254,Vodafone,60941,SP4482941473,12,UMTS,2100,Macro,28.1,,65,52.069393,-1.345919,OX162,38
444931.4941,241426.5254,Vodafone,60941,SP4482941473,12,UMTS,2100,Macro,28.1,,65,52.069393,-1.345919,OX162,38
444931.4941,241426.5254,Vodafone,60941,SP4482941473,12,UMTS,2100,Macro,28.1,,65,52.069393,-1.345919,OX162,38
446301.659,241932.5974,O2,32412,SP4619941979,21.5,GSM,900,Sectored,23,32,,52.07383,-1.325863,OX163,38
446301.659,241932.5974,O2,32412,SP4619941979,21.5,GSM,1800,Sectored,27.5,32,,52.07383,-1.325863,OX163,38
446301.659,241932.5974,O2,32412,SP4619941979,19,UMTS,2100,Sectored,28.39,,65,52.07383,-1.325863,OX163,38
446242.6435,241673.5396,Orange,OXF0135,SP4614041720,14,GSM,1800,SECTOR,29.8,32,,52.071506,-1.326759,OX163,38
446242.6435,241673.5396,Orange,OXF0135,SP4614041720,14,UMTS,2100,SECTOR,27.5,,65,52.071506,-1.326759,OX163,38
446287.6646,241948.5967,Three,OX0205,SP4618541995,17.8,UMTS,2100,Sectored,17.79,,65,52.073975,-1.326065,OX163,38
446450.7049,240146.3228,Network Rail,136,SP4634840193,15,GSM,900,MACRO,25,32,,52.057759,-1.323931,OX164,38
447222.7975,240863.4685,Orange,OXF7001,SP4712040910,11,GSM,1800,SECTOR,26.4,32,,52.064141,-1.312572,OX164,38
447222.7975,240863.4685,Orange,OXF7001,SP4712040910,11,UMTS,2100,SECTOR,22.2,,65,52.064141,-1.312572,OX164,38
447309.8149,241440.4919,Three,OX0117,SP4720741487,23.5,UMTS,2100,Sectored,26.56,,65,52.069321,-1.311223,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,GSM,900,Macro,23.6,32,,52.063422,-1.323569,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,GSM,900,Macro,23.6,32,,52.063422,-1.323569,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,GSM,900,Macro,23.6,32,,52.063422,-1.323569,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,UMTS,2100,Macro,29.6,,65,52.063422,-1.323569,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,UMTS,2100,Macro,29.6,,65,52.063422,-1.323569,OX164,38
446469.6621,240776.4231,Vodafone,3083,SP4636740823,15,UMTS,2100,Macro,29.6,,65,52.063422,-1.323569,OX164,38
445612.5952,240573.4135,O2,12690,SP4551040620,4,GSM,900,Sectored,-0.6,32,,52.061668,-1.336097,OX165,38
445677.61,240676.4551,Three,OX0339,SP4557540723,0,UMTS,2100,Sectored,0,,65,52.062589,-1.335135,OX165,38
445677.61,240676.4551,T-Mobile,91061,SP4557540723,19.4,GSM,1800,SECTOR,26,32,,52.062589,-1.335135,OX165,38
445677.61,240676.4551,T-Mobile,91061,SP4557540723,19.4,GSM,1800,SECTOR,26,32,,52.062589,-1.335135,OX165,38
445677.61,240676.4551,T-Mobile,91061,SP4557540723,19.4,GSM,1800,SECTOR,26,32,,52.062589,-1.335135,OX165,38
445658.5566,239723.3331,O2,767,SP4555639770,42,GSM,900,Sectored,24.2,32,,52.054022,-1.33554,OX169,38
445658.5566,239723.3331,O2,767,SP4555639770,42,UMTS,900,Sectored,27.2,32,,52.054022,-1.33554,OX169,38
445658.5566,239723.3331,O2,767,SP4555639770,42,GSM,1800,Sectored,25.5,32,,52.054022,-1.33554,OX169,38
445658.5566,239723.3331,O2,767,SP4555639770,43.4,UMTS,2100,Sectored,28.39,,65,52.054022,-1.33554,OX169,38
445044.5191,239467.2575,O2,49230,SP4494239514,13.69,UMTS,2100,Sectored,26.89,,65,52.05177,-1.344528,OX169,38
445682.6037,239703.3082,Orange,OXF0030,SP4558039750,35,GSM,1800,SECTOR,29.5,32,,52.05384,-1.335192,OX169,38
445682.6037,239703.3082,Orange,OXF0030,SP4558039750,35,UMTS,2100,SECTOR,29.9,,65,52.05384,-1.335192,OX169,38
445452.5463,238903.213,Orange,OXF7002,SP4535038950,11,GSM,1800,OMNI,25.6,32,,52.046666,-1.338653,OX169,38
445657.5418,239714.3138,Three,OX0337,SP4555539761,20,UMTS,2100,Sectored,18.7,,65,52.053941,-1.335556,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,GSM,1800,SECTOR,26,32,,52.053573,-1.335634,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,GSM,1800,SECTOR,26,32,,52.053573,-1.335634,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,GSM,1800,SECTOR,26,32,,52.053573,-1.335634,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,UMTS,2100,SECTOR,17,,65,52.053573,-1.335634,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,UMTS,2100,SECTOR,17,,65,52.053573,-1.335634,OX169,38
445652.5676,239673.334,T-Mobile,93169,SP4555039720,38,UMTS,2100,SECTOR,17,,65,52.053573,-1.335634,OX169,38
445657.5784,239710.3097,Vodafone,5735,SP4555539757,24,GSM,900,Macro,24.5,32,,52.053905,-1.335556,OX169,38
445657.5784,239710.3097,Vodafone,5735,SP4555539757,24,GSM,900,Macro,24.5,32,,52.053905,-1.335556,OX169,38
445657.5784,239710.3097,Vodafone,5735,SP4555539757,24,GSM,900,Macro,24.5,32,,52.053905,-1.335556,OX169,38
445657.5784,239710.3097,Vodafone,5735,SP4555539757,24,GSM,1800,Macro,25,32,,52.053905,-1.335556,OX169,38
447214.7613,246742.0963,Airwave,TVY028A,SP4711246788,21.5,TETRA,400,Omni,17,25,,52.11699,-1.311877,OX171,38
446563.7181,246942.0904,Network Rail,137,SP4646146988,15,GSM,900,MACRO,26.5,32,,52.118843,-1.321357,OX171,38
443313.3326,247275.1811,O2,2542,SP4321147321,16.5,GSM,900,Sectored,24.5,32,,52.122101,-1.368783,OX171,38
444693.4726,245474.0089,O2,5740,SP4459145520,16.5,GSM,900,Sectored,25.5,32,,52.105799,-1.348862,OX171,38
445262.5764,249854.4956,Orange,NHS0118,SP4516049900,15,GSM,1800,SECTOR,28.2,32,,52.145133,-1.339972,OX171,38
449663.1284,249634.4918,Orange,NHS0157,SP4956049680,14,GSM,1800,SECTOR,31.6,32,,52.142778,-1.275702,OX171,34
449663.1284,249634.4918,Orange,NHS0157,SP4956049680,14,UMTS,2100,SECTOR,30,,65,52.142778,-1.275702,OX171,34
446472.7259,247704.2101,Orange,OXF0137,SP4637047750,14,GSM,1800,SECTOR,28.5,32,,52.125702,-1.322582,OX171,38
446472.7259,247704.2101,Orange,OXF0137,SP4637047750,14,UMTS,2100,SECTOR,28,,65,52.125702,-1.322582,OX171,38
441902.1509,247864.2278,Orange,WAR0038,SP4180047910,16,GSM,1800,SECTOR,29.4,32,,52.127505,-1.389321,OX171,44
444707.478,245478.0277,Three,OX0032,SP4460545524,14,UMTS,2100,Sectored,18.7,,65,52.105834,-1.348657,OX171,38
444042.4337,249663.4608,Three,OX0064,SP4394049709,14,UMTS,2100,Sectored,26.56,,65,52.143514,-1.357826,OX171,44
442602.2341,247504.2016,Three,OX0220,SP4250047550,17.3,UMTS,2100,Sectored,25.65,,65,52.124215,-1.37914,OX171,38
449453.0974,249144.4012,Three,OX0237,SP4935049190,16,UMTS,2100,Sectored,17.89,,65,52.138391,-1.278842,OX171,34
445296.5913,249786.5059,T-Mobile,61397,SP4519449832,17,GSM,1800,SECTOR,32,32,,52.144519,-1.339484,OX171,38
445296.5913,249786.5059,T-Mobile,61397,SP4519449832,17,GSM,1800,SECTOR,32,32,,52.144519,-1.339484,OX171,38
442602.2341,247504.2016,T-Mobile,93195,SP4250047550,18,GSM,1800,SECTOR,31,32,,52.124215,-1.37914,OX171,38
442602.2341,247504.2016,T-Mobile,93195,SP4250047550,18,GSM,1800,SECTOR,31,32,,52.124215,-1.37914,OX171,38
449453.0974,249144.4012,T-Mobile,95179,SP4935049190,16,GSM,1800,SECTOR,30,32,,52.138391,-1.278842,OX171,34
449453.0974,249144.4012,T-Mobile,95179,SP4935049190,16,GSM,1800,SECTOR,30,32,,52.138391,-1.278842,OX171,34
449453.0974,249144.4012,T-Mobile,95179,SP4935049190,16,GSM,1800,SECTOR,30,32,,52.138391,-1.278842,OX171,34
442602.2503,247454.2572,Vodafone,1311,SP4250047500,18,GSM,900,Macro,25,32,,52.123766,-1.379146,OX171,38
442602.2503,247454.2572,Vodafone,1311,SP4250047500,18,GSM,900,Macro,25,32,,52.123766,-1.379146,OX171,38
449697.1391,249422.3672,Vodafone,30079,SP4959449468,15,GSM,900,Macro,25.8,32,,52.140868,-1.275236,OX171,34
449697.1391,249422.3672,Vodafone,30079,SP4959449468,15,GSM,900,Macro,25.8,32,,52.140868,-1.275236,OX171,34
449697.1391,249422.3672,Vodafone,30079,SP4959449468,15,GSM,900,Macro,25.8,32,,52.140868,-1.275236,OX171,34
444064.4359,249752.4217,Vodafone,30183,SP4396249798,15,GSM,900,Macro,25.6,32,,52.144312,-1.357493,OX171,44
444064.4359,249752.4217,Vodafone,30183,SP4396249798,15,GSM,900,Macro,25.6,32,,52.144312,-1.357493,OX171,44
452363.463,244243.7542,Airwave,NHA018O,SP5226044290,19,TETRA,400,Directional,21,25,,52.094068,-1.237074,OX172,34
452369.4126,244244.8179,O2,177,SP5226644291,28,GSM,900,Sectored,24.3,32,,52.094077,-1.236987,OX172,34
450235.1746,243457.7694,O2,37273,SP5013243504,16.8,GSM,900,Sectored,24.5,32,,52.087199,-1.268253,OX172,34
450235.1746,243457.7694,O2,54161,SP5013243504,16.79,UMTS,900,Sectored,26.5,32,,52.087199,-1.268253,OX172,34
452383.4328,244253.7529,Orange,NHS0024,SP5228044300,23,GSM,1800,SECTOR,27.1,32,,52.094156,-1.236781,OX172,34
452383.4328,244253.7529,Orange,NHS0024,SP5228044300,23,UMTS,2100,SECTOR,28.7,,65,52.094156,-1.236781,OX172,34
451083.2826,241003.376,Three,OX0029,SP5098041050,13,UMTS,2100,Sectored,26.56,,65,52.065057,-1.256243,OX172,34
455467.8134,244890.8118,Vodafone,30074,SP5536444937,15,GSM,900,Macro,25.6,32,,52.099583,-1.19166,OX172,34
455467.8134,244890.8118,Vodafone,30074,SP5536444937,15,GSM,900,Macro,25.6,32,,52.099583,-1.19166,OX172,34
455467.8134,244890.8118,Vodafone,30074,SP5536444937,15,GSM,900,Macro,25.6,32,,52.099583,-1.19166,OX172,34
447652.8043,240633.404,Vodafone,32195,SP4755040680,15,GSM,900,Macro,25.6,32,,52.062036,-1.306332,OX172,34
447652.8043,240633.404,Vodafone,32195,SP4755040680,15,GSM,900,Macro,25.6,32,,52.062036,-1.306332,OX172,34
447652.8043,240633.404,Vodafone,32195,SP4755040680,15,UMTS,2100,Macro,28.5,,65,52.062036,-1.306332,OX172,34
447652.8043,240633.404,Vodafone,32195,SP4755040680,15,UMTS,2100,Macro,28.5,,65,52.062036,-1.306332,OX172,34
450114.1203,232272.4558,Network Rail,132,SP5001132320,15,GSM,900,MACRO,29,32,,51.986655,-1.271655,OX173,34
449061.988,235574.8264,O2,2544,SP4895935622,16.5,GSM,900,Sectored,25.5,32,,52.016437,-1.286503,OX173,38
447832.8447,238013.0875,O2,5741,SP4773038060,16.5,GSM,900,Sectored,25.5,32,,52.038464,-1.304072,OX173,38
449102.9936,235452.7592,Orange,NHS0041,SP4900035500,15,GSM,1800,SECTOR,27,32,,52.015336,-1.285923,OX173,38
448202.8697,236953.0136,Orange,NHS0130,SP4810037000,15,GSM,1800,SECTOR,28.2,32,,52.028902,-1.298827,OX173,38
448202.8697,236953.0136,Orange,NHS0130,SP4810037000,15,UMTS,2100,SECTOR,27.7,,65,52.028902,-1.298827,OX173,38
448167.8458,237063.021,Three,OX0080,SP4806537110,16,UMTS,2100,Sectored,18.7,,65,52.029894,-1.299322,OX173,38
449749.0891,233571.5968,Three,OX0085,SP4964633619,18,UMTS,2100,Sectored,18.7,,65,51.998367,-1.276782,OX173,34
449128.9861,235454.7942,Three,OX0219,SP4902635502,11,UMTS,2100,Sectored,25.65,,65,52.015352,-1.285544,OX173,38
447362.7917,234392.7071,Three,OX0263,SP4726034440,15.3,UMTS,2100,Sectored,17.79,,65,52.005957,-1.311424,OX173,38
447835.8067,238026.1304,Three,OX0287,SP4773338073,24.5,UMTS,2100,Sectored,17.79,,65,52.038581,-1.304027,OX173,38
447835.8067,238026.1304,T-Mobile,61393,SP4773338073,15.5,GSM,1800,SECTOR,30,32,,52.038581,-1.304027,OX173,38
447835.8067,238026.1304,T-Mobile,61393,SP4773338073,15.5,GSM,1800,SECTOR,30,32,,52.038581,-1.304027,OX173,38
447835.8067,238026.1304,T-Mobile,61393,SP4773338073,15.5,GSM,1800,SECTOR,30,32,,52.038581,-1.304027,OX173,38
447362.7917,234392.7071,T-Mobile,91822,SP4726034440,16,GSM,1800,SECTOR,30,32,,52.005957,-1.311424,OX173,38
447362.7917,234392.7071,T-Mobile,91822,SP4726034440,16,GSM,1800,SECTOR,30,32,,52.005957,-1.311424,OX173,38
447362.7917,234392.7071,T-Mobile,91822,SP4726034440,16,GSM,1800,SECTOR,30,32,,52.005957,-1.311424,OX173,38
449203.0173,235352.7409,T-Mobile,93194,SP4910035400,11,GSM,1800,SECTOR,26,32,,52.014428,-1.28448,OX173,38
449203.0173,235352.7409,T-Mobile,93194,SP4910035400,11,GSM,1800,SECTOR,26,32,,52.014428,-1.28448,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,GSM,900,Macro,24.5,32,,52.01321,-1.291203,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,GSM,900,Macro,24.5,32,,52.01321,-1.291203,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,GSM,900,Macro,24.5,32,,52.01321,-1.291203,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,UMTS,2100,Macro,28.8,,65,52.01321,-1.291203,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,UMTS,2100,Macro,28.8,,65,52.01321,-1.291203,OX173,38
448742.9435,235212.7511,Vodafone,3853,SP4864035260,15,UMTS,2100,Macro,28.8,,65,52.01321,-1.291203,OX173,38
427830.2157,207689.6263,Orange,OXF0118,SP2773007740,14,GSM,1800,SECTOR,29.5,32,,51.767198,-1.598112,OX181,38
